Year,FieldOfStudyId,Gender,Authorships,DistinctPapers,Gender 
2003.0,162324750,-1,11497,11497,N/A $\in$ constraint
1911.0,33923547,-2,1724,1724,N/A $\notin$ constraint
1935.0,144024400,0,201,201,Female
1975.0,33923547,-1,3526,3526,N/A $\in$ constraint
1962.0,17744445,-1,867,867,N/A $\in$ constraint
1948.0,127313418,-2,2507,2507,N/A $\notin$ constraint
1857.0,71924100,-2,602,602,N/A $\notin$ constraint
1907.0,95457728,-2,1389,1389,N/A $\notin$ constraint
1927.0,162324750,0,67,67,Female
1847.0,142362112,-2,656,656,N/A $\notin$ constraint
1836.0,71924100,-2,206,206,N/A $\notin$ constraint
1944.0,39432304,-1,106,106,N/A $\in$ constraint
1891.0,86803240,1,419,419,Male
1950.0,33923547,-1,201,201,N/A $\in$ constraint
1916.0,162324750,-2,308,308,N/A $\notin$ constraint
1837.0,138885662,1,121,121,Male
1918.0,127413603,0,122,122,Female
1843.0,86803240,-2,110,110,N/A $\notin$ constraint
1866.0,95457728,1,281,281,Male
1845.0,142362112,1,396,396,Male
1801.0,138885662,1,46,46,Male
1870.0,205649164,-2,553,553,N/A $\notin$ constraint
1910.0,185592680,-1,316,316,N/A $\in$ constraint
1950.0,121332964,-1,746,746,N/A $\in$ constraint
1878.0,17744445,-2,490,490,N/A $\notin$ constraint
,144024400,0,72,72,Female
1915.0,15744967,0,113,113,Female
1874.0,121332964,-2,285,285,N/A $\notin$ constraint
1857.0,41008148,1,108,108,Male
1902.0,138885662,-1,100,100,N/A $\in$ constraint
1834.0,138885662,1,90,90,Male
1892.0,205649164,0,46,46,Female
1801.0,185592680,-2,16,16,N/A $\notin$ constraint
1915.0,86803240,0,164,164,Female
1884.0,205649164,0,27,27,Female
1838.0,138885662,1,115,115,Male
1909.0,95457728,-1,180,180,N/A $\in$ constraint
1893.0,95457728,0,72,72,Female
1899.0,192562407,-1,95,95,N/A $\in$ constraint
1907.0,144133560,-1,24,24,N/A $\in$ constraint
1931.0,33923547,1,787,787,Male
1939.0,127413603,0,573,573,Female
1895.0,144133560,1,87,87,Male
1961.0,127313418,0,416,416,Female
1919.0,127313418,1,739,739,Male
1881.0,205649164,-2,664,664,N/A $\notin$ constraint
1817.0,138885662,-2,155,155,N/A $\notin$ constraint
1911.0,192562407,-1,243,243,N/A $\in$ constraint
1947.0,138885662,0,221,221,Female
1841.0,205649164,1,108,108,Male
1932.0,142362112,-1,699,699,N/A $\in$ constraint
1857.0,41008148,-2,118,118,N/A $\notin$ constraint
1888.0,205649164,0,26,26,Female
1935.0,205649164,0,281,281,Female
1934.0,17744445,0,279,279,Female
1857.0,86803240,-2,226,226,N/A $\notin$ constraint
1949.0,39432304,-1,305,305,N/A $\in$ constraint
1902.0,86803240,-1,85,85,N/A $\in$ constraint
1852.0,95457728,-1,27,27,N/A $\in$ constraint
1890.0,144133560,-2,163,163,N/A $\notin$ constraint
1946.0,39432304,-1,162,162,N/A $\in$ constraint
1816.0,41008148,-2,16,16,N/A $\notin$ constraint
1856.0,144024400,-2,59,59,N/A $\notin$ constraint
1965.0,144133560,1,2617,2617,Male
1952.0,205649164,0,384,384,Female
1948.0,192562407,0,450,450,Female
1931.0,33923547,0,103,103,Female
1922.0,162324750,-2,399,399,N/A $\notin$ constraint
1841.0,71924100,1,299,299,Male
1909.0,33923547,1,346,346,Male
1905.0,144133560,-1,30,30,N/A $\in$ constraint
1945.0,39432304,-1,150,150,N/A $\in$ constraint
1928.0,192562407,-1,362,362,N/A $\in$ constraint
1898.0,95457728,-1,84,84,N/A $\in$ constraint
1820.0,71924100,-2,86,86,N/A $\notin$ constraint
1926.0,17744445,-1,222,222,N/A $\in$ constraint
1948.0,138885662,-1,261,261,N/A $\in$ constraint
1855.0,127413603,0,5,5,Female
1866.0,162324750,1,13,13,Male
1959.0,162324750,0,155,155,Female
1867.0,192562407,-2,66,66,N/A $\notin$ constraint
1949.0,39432304,0,131,131,Female
1943.0,33923547,-1,88,88,N/A $\in$ constraint
1898.0,15744967,1,324,324,Male
1933.0,121332964,0,105,105,Female
1920.0,127413603,0,170,170,Female
1835.0,127413603,-2,48,48,N/A $\notin$ constraint
1842.0,205649164,-2,379,379,N/A $\notin$ constraint
1932.0,192562407,0,261,261,Female
1877.0,138885662,1,364,364,Male
1823.0,39432304,1,1,1,Male
1822.0,15744967,1,20,20,Male
1857.0,15744967,-2,55,55,N/A $\notin$ constraint
1837.0,138885662,-2,190,190,N/A $\notin$ constraint
1845.0,95457728,1,213,213,Male
1862.0,15744967,1,29,29,Male
1844.0,185592680,1,91,91,Male
1870.0,144024400,-2,74,74,N/A $\notin$ constraint
1810.0,127313418,-2,10,10,N/A $\notin$ constraint
1902.0,41008148,0,57,57,Female
1946.0,39432304,0,92,92,Female
1928.0,17744445,0,238,238,Female
1921.0,41008148,-1,202,202,N/A $\in$ constraint
1894.0,39432304,1,111,111,Male
1886.0,127413603,0,15,15,Female
1875.0,39432304,1,28,28,Male
1850.0,95457728,1,278,278,Male
1917.0,138885662,-1,95,95,N/A $\in$ constraint
1826.0,142362112,1,262,262,Male
1853.0,121332964,-2,204,204,N/A $\notin$ constraint
1866.0,17744445,1,87,87,Male
1803.0,15744967,1,13,13,Male
1912.0,144133560,-1,25,25,N/A $\in$ constraint
1863.0,127413603,1,130,130,Male
1843.0,142362112,-1,41,41,N/A $\in$ constraint
1896.0,71924100,-1,158,158,N/A $\in$ constraint
1829.0,142362112,1,337,337,Male
1807.0,142362112,-1,19,19,N/A $\in$ constraint
1869.0,144024400,1,33,33,Male
1832.0,205649164,-2,73,73,N/A $\notin$ constraint
1875.0,15744967,-2,84,84,N/A $\notin$ constraint
1825.0,205649164,-2,96,96,N/A $\notin$ constraint
1871.0,127313418,-2,309,309,N/A $\notin$ constraint
1892.0,144024400,-2,171,171,N/A $\notin$ constraint
1836.0,127313418,-2,83,83,N/A $\notin$ constraint
1865.0,127313418,-2,255,255,N/A $\notin$ constraint
1935.0,41008148,-1,176,176,N/A $\in$ constraint
1833.0,127413603,1,45,45,Male
1845.0,17744445,-2,134,134,N/A $\notin$ constraint
1847.0,127413603,-2,126,126,N/A $\notin$ constraint
1845.0,86803240,-1,19,19,N/A $\in$ constraint
1879.0,39432304,-2,216,216,N/A $\notin$ constraint
1806.0,144133560,-2,4,4,N/A $\notin$ constraint
1855.0,41008148,-2,133,133,N/A $\notin$ constraint
1917.0,192562407,-1,91,91,N/A $\in$ constraint
1937.0,39432304,0,58,58,Female
1830.0,15744967,-2,22,22,N/A $\notin$ constraint
1815.0,142362112,-1,67,67,N/A $\in$ constraint
1908.0,71924100,-1,286,286,N/A $\in$ constraint
1925.0,41008148,-1,145,145,N/A $\in$ constraint
1907.0,127413603,0,59,59,Female
1820.0,138885662,-2,155,155,N/A $\notin$ constraint
1859.0,185592680,1,92,92,Male
1926.0,95457728,-1,348,348,N/A $\in$ constraint
1821.0,138885662,1,86,86,Male
1839.0,192562407,-2,41,41,N/A $\notin$ constraint
1859.0,162324750,-2,49,49,N/A $\notin$ constraint
1827.0,127313418,-2,57,57,N/A $\notin$ constraint
1900.0,95457728,0,119,119,Female
1897.0,15744967,0,32,32,Female
1849.0,138885662,-2,217,217,N/A $\notin$ constraint
1841.0,127313418,-2,42,42,N/A $\notin$ constraint
1828.0,127313418,1,19,19,Male
1857.0,17744445,0,6,6,Female
1901.0,39432304,0,12,12,Female
1821.0,205649164,-2,92,92,N/A $\notin$ constraint
1958.0,144133560,0,225,225,Female
1863.0,121332964,1,60,60,Male
1909.0,192562407,-1,131,131,N/A $\in$ constraint
1877.0,95457728,-1,59,59,N/A $\in$ constraint
1865.0,33923547,1,42,42,Male
1809.0,142362112,-1,30,30,N/A $\in$ constraint
1886.0,185592680,-1,87,87,N/A $\in$ constraint
1809.0,95457728,1,130,130,Male
1901.0,192562407,0,40,40,Female
1884.0,142362112,-1,194,194,N/A $\in$ constraint
1817.0,205649164,1,35,35,Male
1944.0,144133560,0,100,100,Female
1833.0,138885662,1,107,107,Male
1868.0,95457728,0,56,56,Female
1898.0,121332964,0,21,21,Female
1888.0,17744445,-1,61,61,N/A $\in$ constraint
1848.0,15744967,-2,29,29,N/A $\notin$ constraint
1906.0,15744967,-1,37,37,N/A $\in$ constraint
1916.0,41008148,-1,85,85,N/A $\in$ constraint
1834.0,127413603,-2,29,29,N/A $\notin$ constraint
1869.0,185592680,0,9,9,Female
1899.0,162324750,1,111,111,Male
1910.0,39432304,-1,67,67,N/A $\in$ constraint
1883.0,162324750,-2,68,68,N/A $\notin$ constraint
1873.0,127413603,1,148,148,Male
1913.0,192562407,-1,112,112,N/A $\in$ constraint
1857.0,144133560,1,13,13,Male
1945.0,144133560,-1,99,99,N/A $\in$ constraint
1891.0,144024400,-2,164,164,N/A $\notin$ constraint
1802.0,192562407,1,12,12,Male
1801.0,185592680,1,8,8,Male
1944.0,33923547,0,74,74,Female
1898.0,192562407,-1,63,63,N/A $\in$ constraint
1820.0,15744967,1,22,22,Male
1953.0,162324750,-1,189,189,N/A $\in$ constraint
1933.0,162324750,0,75,75,Female
1885.0,121332964,0,11,11,Female
1809.0,192562407,-2,17,17,N/A $\notin$ constraint
1915.0,39432304,-1,82,82,N/A $\in$ constraint
1828.0,144133560,-2,11,11,N/A $\notin$ constraint
1846.0,17744445,1,69,69,Male
1887.0,144024400,1,54,54,Male
1830.0,127413603,-2,59,59,N/A $\notin$ constraint
1896.0,127413603,-1,131,131,N/A $\in$ constraint
1900.0,15744967,0,72,72,Female
1918.0,205649164,0,109,109,Female
1915.0,33923547,0,54,54,Female
1870.0,144024400,1,30,30,Male
1813.0,39432304,-2,9,9,N/A $\notin$ constraint
1849.0,41008148,-2,76,76,N/A $\notin$ constraint
1870.0,144024400,-1,6,6,N/A $\in$ constraint
1881.0,95457728,0,36,36,Female
1826.0,142362112,0,25,25,Female
1820.0,127313418,-2,16,16,N/A $\notin$ constraint
1861.0,121332964,-1,4,4,N/A $\in$ constraint
1866.0,71924100,-1,24,24,N/A $\in$ constraint
1895.0,15744967,-1,43,43,N/A $\in$ constraint
1852.0,138885662,0,6,6,Female
1831.0,144133560,-2,7,7,N/A $\notin$ constraint
1849.0,192562407,-1,8,8,N/A $\in$ constraint
1827.0,205649164,-1,16,16,N/A $\in$ constraint
1824.0,138885662,0,6,6,Female
1859.0,192562407,-2,84,84,N/A $\notin$ constraint
1847.0,144133560,-1,5,5,N/A $\in$ constraint
1857.0,144024400,1,42,42,Male
1881.0,86803240,-1,26,26,N/A $\in$ constraint
1827.0,39432304,1,11,11,Male
1868.0,127413603,-1,42,42,N/A $\in$ constraint
1864.0,15744967,-2,47,47,N/A $\notin$ constraint
1910.0,39432304,0,20,20,Female
1842.0,39432304,-2,21,21,N/A $\notin$ constraint
1851.0,95457728,-1,25,25,N/A $\in$ constraint
1805.0,162324750,1,6,6,Male
1876.0,39432304,1,38,38,Male
1843.0,39432304,1,18,18,Male
1812.0,127413603,1,15,15,Male
1819.0,15744967,-2,12,12,N/A $\notin$ constraint
1803.0,121332964,-2,11,11,N/A $\notin$ constraint
1809.0,121332964,-1,1,1,N/A $\in$ constraint
1887.0,185592680,0,42,42,Female
1800.0,15744967,1,35,35,Male
1898.0,205649164,-1,97,97,N/A $\in$ constraint
1928.0,33923547,-1,49,49,N/A $\in$ constraint
1822.0,127413603,-1,2,2,N/A $\in$ constraint
1837.0,144024400,0,2,2,Female
1879.0,192562407,-1,23,23,N/A $\in$ constraint
1879.0,71924100,0,23,23,Female
1813.0,86803240,-2,21,21,N/A $\notin$ constraint
1846.0,41008148,-1,5,5,N/A $\in$ constraint
,127413603,-1,43,43,N/A $\in$ constraint
1877.0,162324750,1,11,11,Male
1899.0,127313418,0,19,19,Female
1903.0,86803240,-1,72,72,N/A $\in$ constraint
1882.0,205649164,0,22,22,Female
1877.0,127413603,0,8,8,Female
1880.0,41008148,0,14,14,Female
1922.0,162324750,0,19,19,Female
1893.0,205649164,-1,94,94,N/A $\in$ constraint
1813.0,127413603,1,20,20,Male
1874.0,127413603,0,9,9,Female
1824.0,127313418,-2,30,30,N/A $\notin$ constraint
,127313418,1,28,28,Male
1889.0,15744967,-1,12,12,N/A $\in$ constraint
1892.0,162324750,-1,18,18,N/A $\in$ constraint
1813.0,192562407,0,1,1,Female
1822.0,86803240,-1,6,6,N/A $\in$ constraint
1805.0,138885662,-1,21,21,N/A $\in$ constraint
1874.0,127413603,-1,86,86,N/A $\in$ constraint
1855.0,17744445,0,6,6,Female
1835.0,144133560,1,11,11,Male
1869.0,127313418,-1,10,10,N/A $\in$ constraint
1817.0,144024400,1,5,5,Male
1811.0,33923547,1,10,10,Male
1858.0,144024400,0,6,6,Female
1848.0,205649164,0,9,9,Female
1820.0,39432304,-2,2,2,N/A $\notin$ constraint
1870.0,121332964,0,6,6,Female
1835.0,17744445,0,3,3,Female
1878.0,15744967,1,61,61,Male
1834.0,121332964,1,29,29,Male
1843.0,95457728,-1,27,27,N/A $\in$ constraint
1899.0,162324750,-1,5,5,N/A $\in$ constraint
1870.0,127413603,-1,74,74,N/A $\in$ constraint
1866.0,162324750,-2,27,27,N/A $\notin$ constraint
1815.0,41008148,1,23,23,Male
1843.0,144133560,-2,18,18,N/A $\notin$ constraint
1822.0,71924100,0,3,3,Female
1864.0,185592680,-1,19,19,N/A $\in$ constraint
1838.0,41008148,1,28,28,Male
1833.0,185592680,0,4,4,Female
1821.0,86803240,-1,3,3,N/A $\in$ constraint
1817.0,95457728,-1,9,9,N/A $\in$ constraint
1819.0,39432304,1,7,7,Male
1840.0,138885662,0,7,7,Female
1832.0,205649164,-1,23,23,N/A $\in$ constraint
1886.0,41008148,-1,25,25,N/A $\in$ constraint
1894.0,39432304,-1,6,6,N/A $\in$ constraint
1814.0,127413603,1,13,13,Male
1804.0,39432304,-2,9,9,N/A $\notin$ constraint
1889.0,39432304,-1,5,5,N/A $\in$ constraint
1829.0,144024400,-2,6,6,N/A $\notin$ constraint
,33923547,1,21,21,Male
1881.0,127413603,0,14,14,Female
1880.0,86803240,-1,23,23,N/A $\in$ constraint
1839.0,33923547,-2,20,20,N/A $\notin$ constraint
1864.0,39432304,1,9,9,Male
1889.0,144024400,-1,10,10,N/A $\in$ constraint
1834.0,144024400,-2,12,12,N/A $\notin$ constraint
1846.0,121332964,0,5,5,Female
1838.0,71924100,-1,11,11,N/A $\in$ constraint
1820.0,95457728,0,6,6,Female
1817.0,127313418,-2,27,27,N/A $\notin$ constraint
1873.0,15744967,-1,3,3,N/A $\in$ constraint
1893.0,162324750,0,7,7,Female
1818.0,95457728,0,2,2,Female
1839.0,95457728,0,10,10,Female
1811.0,127413603,-2,11,11,N/A $\notin$ constraint
1816.0,144133560,-2,6,6,N/A $\notin$ constraint
1838.0,185592680,-1,6,6,N/A $\in$ constraint
1817.0,192562407,-2,11,11,N/A $\notin$ constraint
1858.0,15744967,-1,2,2,N/A $\in$ constraint
1840.0,33923547,1,27,27,Male
1823.0,15744967,1,21,21,Male
1839.0,162324750,-2,18,18,N/A $\notin$ constraint
1837.0,185592680,0,7,7,Female
1800.0,33923547,-2,27,27,N/A $\notin$ constraint
1802.0,121332964,-1,1,1,N/A $\in$ constraint
1859.0,162324750,0,2,2,Female
1865.0,41008148,0,8,8,Female
1803.0,144024400,1,7,7,Male
1895.0,144133560,-1,17,17,N/A $\in$ constraint
1842.0,144024400,-1,3,3,N/A $\in$ constraint
1817.0,127413603,1,16,16,Male
1810.0,41008148,-2,10,10,N/A $\notin$ constraint
1801.0,71924100,1,10,10,Male
1838.0,144024400,1,15,15,Male
1840.0,162324750,-2,16,16,N/A $\notin$ constraint
1854.0,127313418,-1,7,7,N/A $\in$ constraint
1839.0,15744967,0,2,2,Female
1845.0,162324750,0,1,1,Female
1830.0,185592680,0,2,2,Female
1831.0,205649164,0,3,3,Female
1809.0,162324750,-2,5,5,N/A $\notin$ constraint
1869.0,41008148,0,2,2,Female
1825.0,121332964,0,1,1,Female
1857.0,192562407,-1,15,15,N/A $\in$ constraint
1862.0,127413603,0,4,4,Female
1826.0,95457728,-1,3,3,N/A $\in$ constraint
,33923547,-1,18,18,N/A $\in$ constraint
1827.0,39432304,-1,2,2,N/A $\in$ constraint
1816.0,95457728,-1,9,9,N/A $\in$ constraint
1883.0,15744967,0,3,3,Female
1836.0,144133560,-1,1,1,N/A $\in$ constraint
1827.0,205649164,0,4,4,Female
1826.0,138885662,0,2,2,Female
1829.0,15744967,-1,1,1,N/A $\in$ constraint
1802.0,127313418,1,6,6,Male
1800.0,121332964,-1,12,12,N/A $\in$ constraint
1827.0,144133560,1,2,2,Male
1803.0,86803240,0,1,1,Female
1825.0,39432304,1,2,2,Male
1886.0,127313418,0,6,6,Female
1862.0,162324750,-1,6,6,N/A $\in$ constraint
1873.0,127313418,0,2,2,Female
1868.0,33923547,-1,3,3,N/A $\in$ constraint
1824.0,33923547,-2,5,5,N/A $\notin$ constraint
1881.0,41008148,-1,7,7,N/A $\in$ constraint
1827.0,121332964,0,1,1,Female
1821.0,127413603,0,2,2,Female
1825.0,17744445,-1,4,4,N/A $\in$ constraint
1833.0,162324750,-1,1,1,N/A $\in$ constraint
1819.0,162324750,-2,5,5,N/A $\notin$ constraint
1813.0,144133560,1,1,1,Male
1803.0,41008148,-1,2,2,N/A $\in$ constraint
1808.0,127313418,-1,2,2,N/A $\in$ constraint
1831.0,17744445,0,1,1,Female
1864.0,144133560,-1,2,2,N/A $\in$ constraint
1810.0,71924100,-1,1,1,N/A $\in$ constraint
1847.0,162324750,-1,1,1,N/A $\in$ constraint
1826.0,144024400,1,1,1,Male
1860.0,41008148,0,1,1,Female
1852.0,15744967,-1,1,1,N/A $\in$ constraint
1807.0,205649164,0,4,4,Female
1849.0,144024400,-1,1,1,N/A $\in$ constraint
1877.0,144024400,-1,1,1,N/A $\in$ constraint
1803.0,144133560,1,2,2,Male
1860.0,144024400,0,1,1,Female
1875.0,17744445,0,1,1,Female
1850.0,127313418,-1,3,3,N/A $\in$ constraint
1862.0,162324750,0,1,1,Female
1820.0,17744445,0,2,2,Female
1803.0,162324750,-2,1,1,N/A $\notin$ constraint
1836.0,138885662,0,1,1,Female
1844.0,127313418,-1,2,2,N/A $\in$ constraint
1829.0,162324750,-2,2,2,N/A $\notin$ constraint
1872.0,121332964,-1,1,1,N/A $\in$ constraint
1844.0,162324750,0,1,1,Female
1838.0,86803240,0,1,1,Female
1838.0,17744445,-1,2,2,N/A $\in$ constraint
2006.0,95457728,0,7370,7370,Female
1967.0,15744967,-2,11478,11478,N/A $\notin$ constraint
1995.0,185592680,0,96600,96600,Female
1992.0,205649164,0,6418,6418,Female
1991.0,127413603,0,10009,10009,Female
1974.0,39432304,1,6901,6901,Male
2017.0,33923547,1,218174,218174,Male
1968.0,95457728,0,1601,1601,Female
1958.0,144133560,-2,2621,2621,N/A $\notin$ constraint
1962.0,71924100,-1,13970,13970,N/A $\in$ constraint
1966.0,86803240,1,19943,19943,Male
1898.0,205649164,1,629,629,Male
1899.0,17744445,0,40,40,Female
1964.0,127413603,-1,1838,1838,N/A $\in$ constraint
1964.0,192562407,0,1819,1819,Female
1934.0,142362112,-1,660,660,N/A $\in$ constraint
1930.0,15744967,-1,202,202,N/A $\in$ constraint
1929.0,17744445,1,1620,1620,Male
1948.0,192562407,-1,1134,1134,N/A $\in$ constraint
1914.0,192562407,1,1265,1265,Male
1907.0,192562407,-2,9927,9927,N/A $\notin$ constraint
1959.0,39432304,1,3268,3268,Male
1921.0,144133560,-2,881,881,N/A $\notin$ constraint
2019.0,144024400,0,47913,47913,Female
1886.0,39432304,-2,326,326,N/A $\notin$ constraint
1999.0,127313418,1,48770,48770,Male
1998.0,144133560,-2,42148,42148,N/A $\notin$ constraint
2006.0,71924100,-2,715240,715240,N/A $\notin$ constraint
1982.0,86803240,1,83371,83371,Male
2016.0,121332964,1,417671,417671,Male
1951.0,41008148,-2,6626,6626,N/A $\notin$ constraint
1972.0,127313418,-1,3164,3164,N/A $\in$ constraint
1992.0,185592680,1,321020,321020,Male
2008.0,121332964,0,55172,55172,Female
1992.0,121332964,0,8803,8803,Female
1986.0,121332964,1,46718,46718,Male
1967.0,33923547,-2,13507,13507,N/A $\notin$ constraint
1973.0,144024400,1,8644,8644,Male
1955.0,71924100,-2,96098,96098,N/A $\notin$ constraint
1987.0,41008148,-1,23771,23771,N/A $\in$ constraint
1967.0,41008148,1,13879,13879,Male
1987.0,127313418,-2,61865,61865,N/A $\notin$ constraint
1928.0,71924100,-1,1238,1238,N/A $\in$ constraint
1997.0,121332964,0,16795,16795,Female
2014.0,144024400,-1,31675,31675,N/A $\in$ constraint
1950.0,39432304,0,157,157,Female
1820.0,138885662,1,64,64,Male
1976.0,95457728,0,2770,2770,Female
1983.0,121332964,1,35026,35026,Male
1910.0,127413603,-2,3840,3840,N/A $\notin$ constraint
1995.0,127313418,0,6242,6242,Female
1921.0,33923547,1,501,501,Male
1922.0,121332964,1,820,820,Male
1991.0,127313418,-1,17612,17612,N/A $\in$ constraint
1940.0,33923547,-2,1790,1790,N/A $\notin$ constraint
1933.0,185592680,-1,1799,1799,N/A $\in$ constraint
1946.0,86803240,1,2956,2956,Male
1850.0,39432304,-2,30,30,N/A $\notin$ constraint
1925.0,86803240,0,349,349,Female
2018.0,142362112,0,14654,14654,Female
1974.0,144133560,-1,722,722,N/A $\in$ constraint
1832.0,144133560,-2,11,11,N/A $\notin$ constraint
1889.0,127313418,-2,574,574,N/A $\notin$ constraint
2010.0,192562407,-2,1539796,1539796,N/A $\notin$ constraint
1988.0,205649164,1,19091,19091,Male
1980.0,121332964,-2,110049,110049,N/A $\notin$ constraint
2007.0,142362112,0,19851,19851,Female
1985.0,86803240,-1,83218,83218,N/A $\in$ constraint
1996.0,41008148,-2,243415,243415,N/A $\notin$ constraint
1978.0,15744967,1,29727,29727,Male
1994.0,144133560,-2,31100,31100,N/A $\notin$ constraint
1981.0,121332964,-1,32861,32861,N/A $\in$ constraint
1982.0,17744445,-1,2833,2833,N/A $\in$ constraint
1957.0,95457728,-2,4665,4665,N/A $\notin$ constraint
1920.0,138885662,-2,1681,1681,N/A $\notin$ constraint
1922.0,17744445,-2,1545,1545,N/A $\notin$ constraint
1899.0,17744445,1,392,392,Male
1999.0,138885662,-1,5726,5726,N/A $\in$ constraint
1875.0,142362112,-1,147,147,N/A $\in$ constraint
1949.0,192562407,1,8198,8198,Male
1908.0,192562407,-2,9747,9747,N/A $\notin$ constraint
1909.0,192562407,1,996,996,Male
1888.0,41008148,-2,499,499,N/A $\notin$ constraint
1926.0,86803240,0,408,408,Female
1969.0,192562407,0,2346,2346,Female
1940.0,144133560,-1,157,157,N/A $\in$ constraint
1913.0,192562407,1,1053,1053,Male
1881.0,185592680,-1,72,72,N/A $\in$ constraint
1958.0,144133560,1,1781,1781,Male
1856.0,142362112,0,41,41,Female
2012.0,205649164,-1,99670,99670,N/A $\in$ constraint
2008.0,17744445,1,78670,78670,Male
1971.0,121332964,-2,72936,72936,N/A $\notin$ constraint
1998.0,127313418,-2,104115,104115,N/A $\notin$ constraint
1987.0,121332964,1,50960,50960,Male
2010.0,15744967,1,197313,197313,Male
2003.0,185592680,-1,345230,345230,N/A $\in$ constraint
1947.0,127313418,1,1585,1585,Male
1967.0,144133560,1,3011,3011,Male
1986.0,138885662,1,13779,13779,Male
1947.0,205649164,-1,277,277,N/A $\in$ constraint
2007.0,15744967,-1,66518,66518,N/A $\in$ constraint
1975.0,144133560,-2,6542,6542,N/A $\notin$ constraint
1974.0,17744445,-2,11936,11936,N/A $\notin$ constraint
2008.0,39432304,-1,82288,82288,N/A $\in$ constraint
1884.0,17744445,-2,771,771,N/A $\notin$ constraint
